date,year,month,week,day_of_week,account,category,sub_category,type,user,amount
2023-02-03,2023,2023-03,2023-W09,Thursday,Puspita-Bandhan,Travel,Train,Tatkal Ticket - Office,Puspita,3981.72
2023-02-03,2023,2023-03,2023-W09,Thursday,Anirban-ICICI,Household,Ironing,Local Presswala Bill,Anirban,140.76
2023-02-03,2023,2023-03,2023-W09,Thursday,Puspita-SBI,Shopping,Myntra,Myntra - Ethnic Wear,Puspita,4014.14
2023-02-03,2023,2023-03,2023-W09,Thursday,Puspita-SBI,Grocery,Zepto,Late Night Zepto,Puspita,1218.57
2023-02-03,2023,2023-03,2023-W09,Thursday,Puspita-SBI,Grocery,Amazon,Cleaning Supplies - Amazon,Puspita,2206.24
2023-02-03,2023,2023-03,2023-W09,Thursday,Anirban-ICICI,Health,Lab Test,Local Lab - Blood Test,Anirban,4577.21
2023-03-03,2023,2023-03,2023-W09,Friday,Puspita-SBI,Shopping,Meesho,Meesho Kitchen Item,Puspita,1427.69
2023-03-03,2023,2023-03,2023-W09,Friday,Anirban-ICICI,Household,Kitchen Tools,Cutlery Set,Anirban,2168.53
2023-03-03,2023,2023-03,2023-W09,Friday,Anirban-ICICI,Travel,Hotel/Stay,Local Hotel Stay,Anirban,6276.77
2023-03-03,2023,2023-03,2023-W09,Friday,Anirban-ICICI,Grocery,Flipkart Grocery,Monthly Needs - FK,Anirban,461.95
2023-03-03,2023,2023-03,2023-W09,Friday,Anirban-ICICI,Household,Pest Control,PCI Service - Cockroach,Anirban,1317.52
2023-04-03,2023,2023-03,2023-W09,Saturday,Puspita-SBI,Shopping,Max,Max Fashion - Tshirts,Puspita,1491.11
2023-04-03,2023,2023-03,2023-W09,Saturday,Puspita-SBI,Restaurant,Food Delivery,Food Delivery - Rolls,Puspita,600.53
2023-04-03,2023,2023-03,2023-W09,Saturday,Anirban-ICICI,Shopping,Flipkart,FK - Large Appliance,Anirban,14021.59
2023-04-03,2023,2023-03,2023-W09,Saturday,Puspita-SBI,Grocery,Local Store,Local Kirana Purchase,Puspita,481.54
2023-04-03,2023,2023-03,2023-W09,Saturday,Anirban-ICICI,Waste,Smoke,Rolling Tobacco,Anirban,289.18
2023-04-03,2023,2023-03,2023-W09,Saturday,Anirban-ICICI,Restaurant,Drinks,Cold Drinks Purchase,Anirban,433.75
2023-05-03,2023,2023-03,2023-W09,Sunday,Anirban-ICICI,Investment,SIP,Monthly SIP Investment,Anirban,3000.0
2023-05-03,2023,2023-03,2023-W09,Sunday,Anirban-ICICI,Gifts & Donations,Friends,Farewell Gift - Colleague,Anirban,429.27
2023-05-03,2023,2023-03,2023-W09,Sunday,Anirban-ICICI,Grocery,Other,Miscellaneous grocery item,Anirban,275.18
2023-05-03,2023,2023-03,2023-W09,Sunday,Anirban-ICICI,Health,Health Checkup,Preventive Health Test,Anirban,2864.35
2023-05-03,2023,2023-03,2023-W09,Sunday,Puspita-SBI,Household,Pest Control,PCI Service - Ants,Puspita,1346.31
2023-05-03,2023,2023-03,2023-W09,Sunday,Anirban-SBI,Travel,Flight,Spicejet Booking,Anirban,11521.14
2023-06-03,2023,2023-03,2023-W10,Monday,Puspita-Bandhan,Beauty,Meesho,Meesho Beauty Combo,Puspita,3219.31
2023-06-03,2023,2023-03,2023-W10,Monday,Anirban-ICICI,Health,Medicines,Prescription Refill,Anirban,1427.18
2023-06-03,2023,2023-03,2023-W10,Monday,Anirban-ICICI,Shopping,Flipkart,Flipkart BBD Sale,Anirban,11253.75
2023-10-03,2023,2023-03,2023-W10,Friday,Anirban-ICICI,Insurance Premium,ULIP,Monthly ULIP Premium,Anirban,4000.0
2023-03-01,2023,2023-03,2023-W11,Wednesday,Anirban-ICICI,Insurance Premium,Health Insurance,Monthly Health Insurance Premium,Anirban,1200.0
2023-03-06,2023,2023-03,2023-W12,Monday,Anirban-SBI,Insurance Premium,Life Insurance,Life Insurance Premium Payment,Anirban,55000.0
2023-01-04,2023,2023-04,2023-W13,Saturday,Anirban-ICICI,Rent,House Rent,Monthly House Rent Payment,Anirban,30000.0
2023-01-04,2023,2023-04,2023-W13,Saturday,Puspita-SBI,Household,Maid,Monthly Maid Salary,Puspita,2500.0
2023-01-04,2023,2023-04,2023-W13,Saturday,Puspita-SBI,Grocery,Flipkart Grocery,Staples from Flipkart,Puspita,2681.31
2023-02-04,2023,2023-04,2023-W13,Sunday,Anirban-SBI,Shopping,Meesho,Meesho Small Item,Anirban,956.77
2023-02-04,2023,2023-04,2023-W13,Sunday,Puspita-SBI,Household,Car Maintenance,Interior Cleaning,Puspita,4300.83
2023-02-04,2023,2023-04,2023-W13,Sunday,Puspita-SBI,Shopping,Myntra,Myntra Sale Haul,Puspita,1503.75
2023-02-04,2023,2023-04,2023-W13,Sunday,Puspita-SBI,Shopping,Nykaa,Nykaa Handbag,Puspita,3438.14
2023-02-04,2023,2023-04,2023-W13,Sunday,Anirban-ICICI,Shopping,Max,Max Winter Wear,Anirban,8992.07
2023-02-04,2023,2023-04,2023-W13,Sunday,Puspita-Bandhan,Travel,Train,Shatabdi Ticket,Puspita,1202.29
2023-03-04,2023,2023-04,2023-W14,Monday,Puspita-SBI,Household,Furniture,Mattress Purchase,Puspita,17623.67
2023-03-04,2023,2023-04,2023-W14,Monday,Puspita-SBI,Health,Medicines,Cold/Flu Medicine,Puspita,2636.6
2023-03-04,2023,2023-04,2023-W14,Monday,Puspita-SBI,Household,Electrical Repairs,Wiring Check,Puspita,1580.85
2023-03-04,2023,2023-04,2023-W14,Monday,Anirban-SBI,Shopping,Nykaa,Nykaa Health Product,Anirban,3941.21
2023-03-04,2023,2023-04,2023-W14,Monday,Anirban-ICICI,Travel,Cab,Ola from Office,Anirban,170.33
2023-03-04,2023,2023-04,2023-W14,Monday,Anirban-ICICI,Entertainment,Concerts,Live Music Concert Ticket,Anirban,1545.32
2023-03-04,2023,2023-04,2023-W14,Monday,Anirban-SBI,Education,Books,Magazine Subscription,Anirban,554.67
2023-04-04,2023,2023-04,2023-W14,Tuesday,Puspita-SBI,Household,Bike Maintenance,Scooter Wash,Puspita,503.95
2023-04-04,2023,2023-04,2023-W14,Tuesday,Anirban-ICICI,Shopping,Myntra,Myntra - Formal Shoes,Anirban,10544.74
2023-04-04,2023,2023-04,2023-W14,Tuesday,Anirban-ICICI,Health,Doctor Visit,Dental Checkup,Anirban,1385.85
2023-04-04,2023,2023-04,2023-W14,Tuesday,Puspita-SBI,Beauty,Salon,Haircut @ Salon,Puspita,1380.45
2023-04-04,2023,2023-04,2023-W14,Tuesday,Puspita-SBI,Education,Books,Non-fiction Book Purchase,Puspita,1295.52
2023-04-04,2023,2023-04,2023-W14,Tuesday,Anirban-ICICI,Travel,Parking Fee,Airport Parking Fee,Anirban,155.78
2023-04-04,2023,2023-04,2023-W14,Tuesday,Puspita-SBI,Restaurant,Dine-in,Family Dinner Out,Puspita,2219.52
2023-05-04,2023,2023-04,2023-W14,Wednesday,Anirban-ICICI,Investment,SIP,Monthly SIP Investment,Anirban,3000.0
2023-05-04,2023,2023-04,2023-W14,Wednesday,Anirban-SBI,Household,Furniture,New Sofa Purchase,Anirban,17673.97
2023-10-04,2023,2023-04,2023-W15,Monday,Anirban-ICICI,Insurance Premium,ULIP,Monthly ULIP Premium,Anirban,4000.0
2023-04-01,2023,2023-04,2023-W15,Saturday,Anirban-ICICI,Insurance Premium,Health Insurance,Monthly Health Insurance Premium,Anirban,1200.0
2023-01-05,2023,2023-05,2023-W18,Monday,Anirban-ICICI,Rent,House Rent,Monthly House Rent Payment,Anirban,30000.0
2023-01-05,2023,2023-05,2023-W18,Monday,Puspita-SBI,Household,Maid,Monthly Maid Salary,Puspita,2500.0
2023-01-05,2023,2023-05,2023-W18,Monday,Puspita-SBI,Household,Pest Control,PCI Service - Ants,Puspita,797.43
2023-01-05,2023,2023-05,2023-W18,Monday,Anirban-ICICI,Health,Health Checkup,Master Health Check,Anirban,7113.99
2023-01-05,2023,2023-05,2023-W18,Monday,Puspita-SBI,Household,Plumbing,Sink Blockage Clear,Puspita,2158.9
2023-01-05,2023,2023-05,2023-W18,Monday,Puspita-Bandhan,Travel,Flight,Indigo Flight - Kolkata,Puspita,7876.37
2023-01-05,2023,2023-05,2023-W18,Monday,Anirban-ICICI,Gifts & Donations,Charity,Local Charity Drive,Anirban,405.77
2023-02-05,2023,2023-05,2023-W18,Tuesday,Anirban-ICICI,Gifts & Donations,Temple,Special Puja Contribution,Anirban,837.65
2023-02-05,2023,2023-05,2023-W18,Tuesday,Anirban-ICICI,Restaurant,Takeaway,Takeaway from Nagarjuna,Anirban,1878.92
2023-02-05,2023,2023-05,2023-W18,Tuesday,Puspita-SBI,Travel,Flight,Air India - Chennai,Puspita,7659.54
2023-02-05,2023,2023-05,2023-W18,Tuesday,Puspita-Bandhan,Travel,Commute,Scooter Fuel,Puspita,62.86
2023-02-05,2023,2023-05,2023-W18,Tuesday,Puspita-Bandhan,Beauty,Purplle,Purplle Bulk Order,Puspita,4495.03
2023-02-05,2023,2023-05,2023-W18,Tuesday,Puspita-Bandhan,Beauty,Salon,Full Body Waxing,Puspita,3485.57
2023-02-05,2023,2023-05,2023-W18,Tuesday,Anirban-ICICI,Restaurant,Snacks,Puffs from Iyengar Bakery,Anirban,192.97
2023-03-05,2023,2023-05,2023-W18,Wednesday,Puspita-SBI,Grocery,Other,Farmer's Market Veggies,Puspita,118.41
2023-04-05,2023,2023-05,2023-W18,Thursday,Puspita-SBI,Gifts & Donations,Friends,Lunch Treat for Friend,Puspita,542.56
2023-04-05,2023,2023-05,2023-W18,Thursday,Puspita-Bandhan,Travel,Day Trip,Snacks during Day Trip,Puspita,1277.65
2023-04-05,2023,2023-05,2023-W18,Thursday,Puspita-Bandhan,Travel,Hotel/Stay,Ginger Hotel Booking,Puspita,4689.62
2023-04-05,2023,2023-05,2023-W18,Thursday,Anirban-ICICI,Household,Bike Maintenance,Oil Change,Anirban,669.55
2023-04-05,2023,2023-05,2023-W18,Thursday,Puspita-SBI,Education,Online Courses,Language Learning App,Puspita,3344.03
2023-04-05,2023,2023-05,2023-W18,Thursday,Anirban-SBI,Household,Pest Control,PCI Service - Cockroach,Anirban,1796.42
2023-05-05,2023,2023-05,2023-W18,Friday,Anirban-ICICI,Investment,SIP,Monthly SIP Investment,Anirban,3000.0
2023-05-05,2023,2023-05,2023-W18,Friday,Anirban-ICICI,Travel,Train,Train Platform Ticket,Anirban,1348.69
2023-05-05,2023,2023-05,2023-W18,Friday,Anirban-SBI,Shopping,Amazon,Amazon Order - Gadget Accessory,Anirban,4668.32
2023-05-05,2023,2023-05,2023-W18,Friday,Puspita-Bandhan,Travel,Vacation,Chennai Vacation Expense,Puspita,9975.0
2023-05-05,2023,2023-05,2023-W18,Friday,Anirban-ICICI,Entertainment,Games,Board Game Cafe,Anirban,897.13
2023-06-05,2023,2023-05,2023-W18,Saturday,Anirban-ICICI,Waste,Smoke,Cigarette Pack Purchase,Anirban,436.17
2023-06-05,2023,2023-05,2023-W18,Saturday,Anirban-ICICI,Household,Furniture,Study Chair,Anirban,4040.88
2023-06-05,2023,2023-05,2023-W18,Saturday,Anirban-ICICI,Travel,Hotel/Stay,OYO Stay - Weekend Trip,Anirban,2970.35
2023-07-05,2023,2023-05,2023-W18,Sunday,Puspita-SBI,Restaurant,Dine-in,Family Dinner Out,Puspita,2260.76
2023-07-05,2023,2023-05,2023-W18,Sunday,Puspita-SBI,Restaurant,Snacks,Evening Snacks,Puspita,84.15
2023-07-05,2023,2023-05,2023-W18,Sunday,Puspita-Bandhan,Travel,Flight,GoAir Booking - Home,Puspita,6070.45
2023-07-05,2023,2023-05,2023-W18,Sunday,Anirban-SBI,Shopping,Meesho,Meesho Small Item,Anirban,2868.02
2023-10-05,2023,2023-05,2023-W19,Wednesday,Anirban-ICICI,Insurance Premium,ULIP,Monthly ULIP Premium,Anirban,4000.0
2023-05-01,2023,2023-05,2023-W20,Monday,Anirban-ICICI,Insurance Premium,Health Insurance,Monthly Health Insurance Premium,Anirban,1200.0
2023-01-06,2023,2023-06,2023-W22,Thursday,Anirban-ICICI,Rent,House Rent,Monthly House Rent Payment,Anirban,30000.0
2023-01-06,2023,2023-06,2023-W22,Thursday,Puspita-SBI,Household,Maid,Monthly Maid Salary,Puspita,2500.0
2023-01-06,2023,2023-06,2023-W22,Thursday,Anirban-SBI,Shopping,Lifestyle,Lifestyle Store - Casuals,Anirban,9679.82
2023-01-06,2023,2023-06,2023-W22,Thursday,Puspita-SBI,Beauty,Skincare,Face Wash/Cleanser,Puspita,1685.76
2023-01-06,2023,2023-06,2023-W22,Thursday,Anirban-SBI,Household,Ironing,Urgent Ironing,Anirban,239.33
2023-01-06,2023,2023-06,2023-W22,Thursday,Anirban-SBI,Shopping,Meesho,Meesho Utility Find,Anirban,307.33
2023-02-06,2023,2023-06,2023-W22,Friday,Anirban-SBI,Shopping,Lifestyle,Lifestyle Accessory,Anirban,3974.87
2023-02-06,2023,2023-06,2023-W22,Friday,Puspita-SBI,Gifts & Donations,Friends,Friend's Wedding Gift,Puspita,713.31
2023-02-06,2023,2023-06,2023-W22,Friday,Puspita-SBI,Household,Car Maintenance,Tyre Pressure Check,Puspita,4241.51
2023-02-06,2023,2023-06,2023-W22,Friday,Anirban-ICICI,Household,Furniture,New Sofa Purchase,Anirban,1654.67
2023-02-06,2023,2023-06,2023-W22,Friday,Anirban-ICICI,Grocery,Other,Meat/Fish Purchase,Anirban,221.47
2023-03-06,2023,2023-06,2023-W22,Saturday,Puspita-SBI,Travel,Vacation,Vacation Shopping,Puspita,13483.94
2023-04-06,2023,2023-06,2023-W22,Sunday,Anirban-ICICI,Grocery,Amazon,Amazon Pantry Weekly,Anirban,903.23
2023-04-06,2023,2023-06,2023-W22,Sunday,Puspita-SBI,Household,Electrical Repairs,Doorbell Repair,Puspita,945.62
2023-04-06,2023,2023-06,2023-W22,Sunday,Puspita-SBI,Beauty,Makeup,Compact Powder,Puspita,1285.71
2023-04-06,2023,2023-06,2023-W22,Sunday,Puspita-Bandhan,Travel,Vacation,Vacation Shopping,Puspita,24813.85
2023-05-06,2023,2023-06,2023-W23,Monday,Anirban-ICICI,Investment,SIP,Monthly SIP Investment,Anirban,3000.0
2023-05-06,2023,2023-06,2023-W23,Monday,Puspita-SBI,Health,Health Checkup,Full Body Test,Puspita,8284.47
2023-05-06,2023,2023-06,2023-W23,Monday,Anirban-ICICI,Grocery,Other,Meat/Fish Purchase,Anirban,509.7
2023-05-06,2023,2023-06,2023-W23,Monday,Puspita-SBI,Shopping,Meesho,Meesho Kurti Set,Puspita,1296.45
2023-05-06,2023,2023-06,2023-W23,Monday,Anirban-ICICI,Household,Cleaning,Home Cleaning Supplies,Anirban,1192.91
2023-06-06,2023,2023-06,2023-W23,Tuesday,Puspita-SBI,Household,Ironing,Saree Ironing,Puspita,243.23
2023-06-06,2023,2023-06,2023-W23,Tuesday,Puspita-SBI,Entertainment,Concerts,Music Gig Expense,Puspita,3070.28
2023-06-06,2023,2023-06,2023-W23,Tuesday,Puspita-Bandhan,Travel,Hotel/Stay,Vacation Hotel,Puspita,8984.45
2023-10-06,2023,2023-06,2023-W23,Saturday,Anirban-ICICI,Insurance Premium,ULIP,Monthly ULIP Premium,Anirban,4000.0
2023-06-01,2023,2023-06,2023-W24,Thursday,Anirban-ICICI,Insurance Premium,Health Insurance,Monthly Health Insurance Premium,Anirban,1200.0
2023-01-07,2023,2023-07,2023-W26,Saturday,Anirban-ICICI,Rent,House Rent,Monthly House Rent Payment,Anirban,30000.0
2023-01-07,2023,2023-07,2023-W26,Saturday,Puspita-SBI,Household,Maid,Monthly Maid Salary,Puspita,2500.0
2023-01-07,2023,2023-07,2023-W26,Saturday,Puspita-Bandhan,Travel,Flight,Air India - Chennai,Puspita,10018.17
